nucleus_id,type,area_px2,perimeter_px,eccentricity,circularity,centroid_x,centroid_y,image
108,3,56.5,29.55634880065918,0.5882350763253659,0.8127495647798709,212.79941002949852,236.72566371681415,00000
109,3,128.5,47.21320295333862,0.5050360324420248,0.7244127134400447,123.8988326848249,239.05706874189363,00000
110,3,94.0,41.79898941516876,0.8358963221042979,0.6760925554965208,52.287234042553195,240.74468085106383,00000
111,3,78.5,35.21320295333862,0.6695262723457819,0.7955517971711623,88.18895966029723,240.07218683651803,00000
112,3,53.5,29.55634880065918,0.5166017849706475,0.7695947206322672,193.82554517133954,241.08722741433021,00000
113,3,127.0,67.4558435678482,0.9392613462111533,0.350731222934832,251.73884514435696,237.92125984251967,00000
114,3,119.5,42.041630029678345,0.5325279837098604,0.8496081644524014,203.29567642956764,246.58298465829844,00000
115,3,168.0,52.97056245803833,0.6660001797162197,0.752402061635402,237.2202380952381,247.52678571428572,00000
116,3,104.0,47.455843687057495,0.7263642334610082,0.5803150123787209,111.81410256410255,247.44230769230768,00000
117,3,133.0,48.14213526248932,0.8200370602719039,0.7211254242540212,122.91102756892231,250.69172932330827,00000
